test,grouping,cell_type,comparison,lfc_cut,genes_tested,n_padj_sig,n_sig,n_up,n_down
pseudobulk_counts,leiden_theirs,7,Drought vs Control,1.0,12182,0,0,0,0
pseudobulk_counts,leiden_theirs,7,HD vs Control,1.0,2024,36,36,30,6
pseudobulk_counts,leiden_theirs,7,Heat vs Control,1.0,12182,0,0,0,0
pseudobulk_counts,leiden_theirs,8,Drought vs Control,1.0,11360,0,0,0,0
pseudobulk_counts,leiden_theirs,8,HD vs Control,1.0,11360,5,5,4,1
pseudobulk_counts,leiden_theirs,8,Heat vs Control,1.0,11360,0,0,0,0
pseudobulk_counts,leiden_theirs,9,Drought vs Control,1.0,5912,23,23,22,1
pseudobulk_counts,leiden_theirs,9,HD vs Control,1.0,11575,921,921,468,453
pseudobulk_counts,leiden_theirs,9,Heat vs Control,1.0,22465,2,2,2,0
pseudobulk_counts,leiden_unintegrated,0,Drought vs Control,1.0,20893,0,0,0,0
pseudobulk_counts,leiden_unintegrated,0,Heat vs Control,1.0,20893,0,0,0,0
pseudobulk_counts,leiden_unintegrated,11,Drought vs Control,1.0,17674,0,0,0,0
pseudobulk_counts,leiden_unintegrated,11,Heat vs Control,1.0,17674,0,0,0,0
pseudobulk_counts,leiden_unintegrated,12,Drought vs Control,1.0,12956,0,0,0,0
pseudobulk_counts,leiden_unintegrated,12,HD vs Control,1.0,1150,72,72,53,19
pseudobulk_counts,leiden_unintegrated,12,Heat vs Control,1.0,12956,0,0,0,0
pseudobulk_counts,leiden_unintegrated,13,Drought vs Control,1.0,15172,0,0,0,0
pseudobulk_counts,leiden_unintegrated,13,Heat vs Control,1.0,15172,0,0,0,0
pseudobulk_counts,leiden_unintegrated,15,Drought vs Control,1.0,8272,0,0,0,0
pseudobulk_counts,leiden_unintegrated,15,HD vs Control,1.0,8272,0,0,0,0
pseudobulk_counts,leiden_unintegrated,15,Heat vs Control,1.0,8272,0,0,0,0
pseudobulk_counts,leiden_unintegrated,16,Drought vs Control,1.0,21906,1,1,0,1
pseudobulk_counts,leiden_unintegrated,16,Heat vs Control,1.0,21906,4,4,4,0
pseudobulk_counts,leiden_unintegrated,17,Drought vs Control,1.0,18852,0,0,0,0
pseudobulk_counts,leiden_unintegrated,17,Heat vs Control,1.0,18852,0,0,0,0
pseudobulk_counts,leiden_unintegrated,18,Drought vs Control,1.0,16443,0,0,0,0
pseudobulk_counts,leiden_unintegrated,18,Heat vs Control,1.0,16443,0,0,0,0
pseudobulk_counts,leiden_unintegrated,1,Drought vs Control,1.0,15143,0,0,0,0
pseudobulk_counts,leiden_unintegrated,1,HD vs Control,1.0,3105,31,31,30,1
pseudobulk_counts,leiden_unintegrated,1,Heat vs Control,1.0,15143,0,0,0,0
pseudobulk_counts,leiden_unintegrated,20,Drought vs Control,1.0,3294,0,0,0,0
pseudobulk_counts,leiden_unintegrated,20,HD vs Control,1.0,3294,0,0,0,0
pseudobulk_counts,leiden_unintegrated,3,Drought vs Control,1.0,12031,0,0,0,0
pseudobulk_counts,leiden_unintegrated,3,HD vs Control,1.0,1068,62,62,42,20
pseudobulk_counts,leiden_unintegrated,3,Heat vs Control,1.0,12031,0,0,0,0
pseudobulk_counts,leiden_unintegrated,6,Drought vs Control,1.0,22172,0,0,0,0
pseudobulk_counts,leiden_unintegrated,6,HD vs Control,1.0,8847,80,80,53,27
pseudobulk_counts,leiden_unintegrated,6,Heat vs Control,1.0,22172,0,0,0,0
pseudobulk_counts,leiden_unintegrated,7,Drought vs Control,1.0,11878,0,0,0,0
pseudobulk_counts,leiden_unintegrated,7,HD vs Control,1.0,1975,38,38,17,21
pseudobulk_counts,leiden_unintegrated,7,Heat vs Control,1.0,11878,0,0,0,0
pseudobulk_counts,leiden_unintegrated,9,Drought vs Control,1.0,11062,0,0,0,0
pseudobulk_counts,leiden_unintegrated,9,HD vs Control,1.0,2269,43,43,36,7
pseudobulk_counts,leiden_unintegrated,9,Heat vs Control,1.0,11062,0,0,0,0
pseudobulk_counts,library,all,Drought vs Control,1.0,19697,12,12,2,10
pseudobulk_counts,library,all,HD vs Control,1.0,27453,2589,2398,1083,1315
pseudobulk_counts,library,all,Heat vs Control,1.0,9731,8,8,7,1
pseudobulk_counts_repblock,celltype_call,Bundle_sheath,Drought vs Control,1.0,23302,1,1,0,1
pseudobulk_counts_repblock,celltype_call,Bundle_sheath,HD vs Control,1.0,15622,1399,1389,735,654
pseudobulk_counts_repblock,celltype_call,Bundle_sheath,Heat vs Control,1.0,2069,42,41,38,3
pseudobulk_counts_repblock,celltype_call,Companion_cells,Drought vs Control,1.0,22233,0,0,0,0
pseudobulk_counts_repblock,celltype_call,Companion_cells,HD vs Control,1.0,8440,291,290,165,125
pseudobulk_counts_repblock,celltype_call,Companion_cells,Heat vs Control,1.0,22233,0,0,0,0
pseudobulk_counts_repblock,celltype_call,Epidermal-Pavement,Drought vs Control,1.0,11595,0,0,0,0
pseudobulk_counts_repblock,celltype_call,Epidermal,Drought vs Control,1.0,22259,4,4,2,2
pseudobulk_counts_repblock,celltype_call,Epidermal,HD vs Control,1.0,14491,1139,1138,698,440
pseudobulk_counts_repblock,celltype_call,Epidermal,Heat vs Control,1.0,1545,24,24,22,2
pseudobulk_counts_repblock,celltype_call,Guard_cells,Drought vs Control,1.0,11958,0,0,0,0
pseudobulk_counts_repblock,celltype_call,Guard_cells,HD vs Control,1.0,2453,125,125,94,31
pseudobulk_counts_repblock,celltype_call,Guard_cells,Heat vs Control,1.0,11958,0,0,0,0
pseudobulk_counts_repblock,celltype_call,Hydathode_cells,Drought vs Control,1.0,11350,0,0,0,0
pseudobulk_counts_repblock,celltype_call,Hydathode_cells,HD vs Control,1.0,1668,44,44,29,15
pseudobulk_counts_repblock,celltype_call,Hydathode_cells,Heat vs Control,1.0,11350,0,0,0,0
pseudobulk_counts_repblock,celltype_call,Mesophyll,Drought vs Control,1.0,7781,137,116,48,68
pseudobulk_counts_repblock,celltype_call,Mesophyll,HD vs Control,1.0,24857,3713,3456,1591,1865
pseudobulk_counts_repblock,celltype_call,Mesophyll,Heat vs Control,1.0,10982,103,101,77,24
pseudobulk_counts_repblock,celltype_call,Unknown,Drought vs Control,1.0,10665,0,0,0,0
pseudobulk_counts_repblock,celltype_call,Unknown,HD vs Control,1.0,10665,2,2,1,1
pseudobulk_counts_repblock,celltype_call,Unknown,Heat vs Control,1.0,10665,0,0,0,0
pseudobulk_counts_repblock,celltype_call,Vascular-Phloem_parenchyma,Drought vs Control,1.0,13430,0,0,0,0
pseudobulk_counts_repblock,celltype_call,Vascular-Phloem_parenchyma,HD vs Control,1.0,3536,154,154,115,39
pseudobulk_counts_repblock,celltype_call,Vascular-Phloem_parenchyma,Heat vs Control,1.0,13430,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Bundle_sheath-10,Drought vs Control,1.0,13729,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Bundle_sheath-10,HD vs Control,1.0,2816,148,148,103,45
pseudobulk_counts_repblock,cluster_annot,Bundle_sheath-10,Heat vs Control,1.0,13729,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Bundle_sheath-3,Drought vs Control,1.0,5749,11,11,8,3
pseudobulk_counts_repblock,cluster_annot,Bundle_sheath-3,HD vs Control,1.0,12604,1079,1079,564,515
pseudobulk_counts_repblock,cluster_annot,Bundle_sheath-3,Heat vs Control,1.0,23573,18,18,14,4
pseudobulk_counts_repblock,cluster_annot,Companion_cells-6,Drought vs Control,1.0,22233,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Companion_cells-6,HD vs Control,1.0,8440,291,290,165,125
pseudobulk_counts_repblock,cluster_annot,Companion_cells-6,Heat vs Control,1.0,22233,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Epidermal-4,Drought vs Control,1.0,22259,4,4,2,2
pseudobulk_counts_repblock,cluster_annot,Epidermal-4,HD vs Control,1.0,14491,1139,1138,698,440
pseudobulk_counts_repblock,cluster_annot,Epidermal-4,Heat vs Control,1.0,1545,24,24,22,2
pseudobulk_counts_repblock,cluster_annot,Epidermal-Pavement-9,Drought vs Control,1.0,11595,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Guard_cells-12,Drought vs Control,1.0,11958,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Guard_cells-12,HD vs Control,1.0,2453,125,125,94,31
pseudobulk_counts_repblock,cluster_annot,Guard_cells-12,Heat vs Control,1.0,11958,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Hydathode_cells-15,Drought vs Control,1.0,7744,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Hydathode_cells-15,HD vs Control,1.0,7744,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Hydathode_cells-15,Heat vs Control,1.0,7744,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Hydathode_cells-16,Drought vs Control,1.0,3096,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Hydathode_cells-16,HD vs Control,1.0,3096,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Mesophyll-0,Drought vs Control,1.0,6746,29,29,10,19
pseudobulk_counts_repblock,cluster_annot,Mesophyll-0,HD vs Control,1.0,16705,1783,1782,984,798
pseudobulk_counts_repblock,cluster_annot,Mesophyll-0,Heat vs Control,1.0,4581,76,76,55,21
pseudobulk_counts_repblock,cluster_annot,Mesophyll-13,Drought vs Control,1.0,8995,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Mesophyll-1,Drought vs Control,1.0,18692,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Mesophyll-1,HD vs Control,1.0,4921,669,669,470,199
pseudobulk_counts_repblock,cluster_annot,Mesophyll-1,Heat vs Control,1.0,18692,15,15,15,0
pseudobulk_counts_repblock,cluster_annot,Mesophyll-2,Drought vs Control,1.0,22698,1,1,1,0
pseudobulk_counts_repblock,cluster_annot,Mesophyll-2,HD vs Control,1.0,12136,693,693,395,298
pseudobulk_counts_repblock,cluster_annot,Mesophyll-2,Heat vs Control,1.0,4216,31,31,29,2
pseudobulk_counts_repblock,cluster_annot,Mesophyll-5,Drought vs Control,1.0,5603,14,14,11,3
pseudobulk_counts_repblock,cluster_annot,Mesophyll-5,HD vs Control,1.0,13620,1058,1058,561,497
pseudobulk_counts_repblock,cluster_annot,Mesophyll-5,Heat vs Control,1.0,22973,8,8,6,2
pseudobulk_counts_repblock,cluster_annot,Mesophyll-7,Drought vs Control,1.0,16552,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Mesophyll-8,Drought vs Control,1.0,13442,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Unknown-14,Drought vs Control,1.0,10665,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Unknown-14,HD vs Control,1.0,10665,2,2,1,1
pseudobulk_counts_repblock,cluster_annot,Unknown-14,Heat vs Control,1.0,10665,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Vascular-Phloem_parenchyma-11,Drought vs Control,1.0,13430,0,0,0,0
pseudobulk_counts_repblock,cluster_annot,Vascular-Phloem_parenchyma-11,HD vs Control,1.0,3536,154,154,115,39
pseudobulk_counts_repblock,cluster_annot,Vascular-Phloem_parenchyma-11,Heat vs Control,1.0,13430,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,0,Drought vs Control,1.0,18865,4,4,1,3
pseudobulk_counts_repblock,leiden_combat_library,0,HD vs Control,1.0,6064,302,302,182,120
pseudobulk_counts_repblock,leiden_combat_library,0,Heat vs Control,1.0,944,14,14,13,1
pseudobulk_counts_repblock,leiden_combat_library,10,Drought vs Control,1.0,12957,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,10,HD vs Control,1.0,1904,124,124,53,71
pseudobulk_counts_repblock,leiden_combat_library,10,Heat vs Control,1.0,12957,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,11,Drought vs Control,1.0,15001,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,11,HD vs Control,1.0,3659,204,204,127,77
pseudobulk_counts_repblock,leiden_combat_library,11,Heat vs Control,1.0,15001,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,14,Drought vs Control,1.0,13780,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,14,HD vs Control,1.0,3361,148,148,107,41
pseudobulk_counts_repblock,leiden_combat_library,14,Heat vs Control,1.0,13780,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,16,Drought vs Control,1.0,3631,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,16,HD vs Control,1.0,3631,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,17,Drought vs Control,1.0,3458,11,11,5,6
pseudobulk_counts_repblock,leiden_combat_library,17,HD vs Control,1.0,3757,22,22,18,4
pseudobulk_counts_repblock,leiden_combat_library,17,Heat vs Control,1.0,3458,32,32,26,6
pseudobulk_counts_repblock,leiden_combat_library,18,Drought vs Control,1.0,15499,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,18,HD vs Control,1.0,1376,170,165,81,84
pseudobulk_counts_repblock,leiden_combat_library,18,Heat vs Control,1.0,15499,2,2,1,1
pseudobulk_counts_repblock,leiden_combat_library,19,Drought vs Control,1.0,11003,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,19,HD vs Control,1.0,2897,149,149,105,44
pseudobulk_counts_repblock,leiden_combat_library,19,Heat vs Control,1.0,11003,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,1,Drought vs Control,1.0,13224,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,1,HD vs Control,1.0,2713,147,147,122,25
pseudobulk_counts_repblock,leiden_combat_library,1,Heat vs Control,1.0,13224,1,1,1,0
pseudobulk_counts_repblock,leiden_combat_library,2,Drought vs Control,1.0,22728,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,2,HD vs Control,1.0,9068,300,300,177,123
pseudobulk_counts_repblock,leiden_combat_library,2,Heat vs Control,1.0,22728,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,3,Drought vs Control,1.0,12677,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,3,HD vs Control,1.0,3583,141,141,105,36
pseudobulk_counts_repblock,leiden_combat_library,3,Heat vs Control,1.0,12677,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,4,Drought vs Control,1.0,19741,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,4,HD vs Control,1.0,6346,531,529,284,245
pseudobulk_counts_repblock,leiden_combat_library,4,Heat vs Control,1.0,19741,2,2,2,0
pseudobulk_counts_repblock,leiden_combat_library,5,Drought vs Control,1.0,20387,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,5,HD vs Control,1.0,9715,705,704,347,357
pseudobulk_counts_repblock,leiden_combat_library,5,Heat vs Control,1.0,20387,3,3,3,0
pseudobulk_counts_repblock,leiden_combat_library,6,Drought vs Control,1.0,3882,14,14,7,7
pseudobulk_counts_repblock,leiden_combat_library,6,HD vs Control,1.0,16098,1242,1235,662,573
pseudobulk_counts_repblock,leiden_combat_library,6,Heat vs Control,1.0,1620,26,26,25,1
pseudobulk_counts_repblock,leiden_combat_library,7,Drought vs Control,1.0,8540,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,7,HD vs Control,1.0,593,23,23,13,10
pseudobulk_counts_repblock,leiden_combat_library,7,Heat vs Control,1.0,8540,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_library,8,Drought vs Control,1.0,23055,1,1,0,1
pseudobulk_counts_repblock,leiden_combat_library,8,HD vs Control,1.0,12774,976,972,507,465
pseudobulk_counts_repblock,leiden_combat_library,8,Heat vs Control,1.0,2494,25,25,22,3
pseudobulk_counts_repblock,leiden_combat_library,9,Drought vs Control,1.0,15508,1,1,0,1
pseudobulk_counts_repblock,leiden_combat_library,9,HD vs Control,1.0,2880,291,291,177,114
pseudobulk_counts_repblock,leiden_combat_library,9,Heat vs Control,1.0,15508,1,1,1,0
pseudobulk_counts_repblock,leiden_combat_repblock,0,Drought vs Control,1.0,21074,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_repblock,0,HD vs Control,1.0,21074,4,4,4,0
pseudobulk_counts_repblock,leiden_combat_repblock,0,Heat vs Control,1.0,21074,3,3,3,0
pseudobulk_counts_repblock,leiden_combat_repblock,11,Drought vs Control,1.0,12879,1,1,0,1
pseudobulk_counts_repblock,leiden_combat_repblock,12,Drought vs Control,1.0,22368,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_repblock,12,HD vs Control,1.0,8491,282,281,167,114
pseudobulk_counts_repblock,leiden_combat_repblock,12,Heat vs Control,1.0,22368,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_repblock,14,Drought vs Control,1.0,3621,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_repblock,14,HD vs Control,1.0,3621,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_repblock,15,Drought vs Control,1.0,21338,1,1,1,0
pseudobulk_counts_repblock,leiden_combat_repblock,15,HD vs Control,1.0,6445,11,11,7,4
pseudobulk_counts_repblock,leiden_combat_repblock,15,Heat vs Control,1.0,2308,18,18,11,7
pseudobulk_counts_repblock,leiden_combat_repblock,17,Drought vs Control,1.0,2550,24,24,6,18
pseudobulk_counts_repblock,leiden_combat_repblock,17,Heat vs Control,1.0,9950,25,25,19,6
pseudobulk_counts_repblock,leiden_combat_repblock,18,Drought vs Control,1.0,15328,1,1,1,0
pseudobulk_counts_repblock,leiden_combat_repblock,18,HD vs Control,1.0,15328,4,4,4,0
pseudobulk_counts_repblock,leiden_combat_repblock,18,Heat vs Control,1.0,15328,2,2,2,0
pseudobulk_counts_repblock,leiden_combat_repblock,19,Drought vs Control,1.0,12371,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_repblock,19,HD vs Control,1.0,12371,22,22,12,10
pseudobulk_counts_repblock,leiden_combat_repblock,19,Heat vs Control,1.0,12371,1,1,1,0
pseudobulk_counts_repblock,leiden_combat_repblock,1,Drought vs Control,1.0,13039,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_repblock,1,HD vs Control,1.0,1158,145,145,74,71
pseudobulk_counts_repblock,leiden_combat_repblock,1,Heat vs Control,1.0,13039,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_repblock,4,Drought vs Control,1.0,8070,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_repblock,4,HD vs Control,1.0,8070,2,2,2,0
pseudobulk_counts_repblock,leiden_combat_repblock,4,Heat vs Control,1.0,8070,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_repblock,5,Drought vs Control,1.0,11797,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_repblock,5,HD vs Control,1.0,3335,113,113,93,20
pseudobulk_counts_repblock,leiden_combat_repblock,5,Heat vs Control,1.0,11797,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_repblock,6,Drought vs Control,1.0,11737,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_repblock,6,HD vs Control,1.0,2180,106,106,76,30
pseudobulk_counts_repblock,leiden_combat_repblock,6,Heat vs Control,1.0,11737,1,1,1,0
pseudobulk_counts_repblock,leiden_combat_repblock,7,Drought vs Control,1.0,22923,0,0,0,0
pseudobulk_counts_repblock,leiden_combat_repblock,7,HD vs Control,1.0,1147,101,101,11,90
pseudobulk_counts_repblock,leiden_combat_repblock,7,Heat vs Control,1.0,5591,19,19,17,2
pseudobulk_counts_repblock,leiden_combat_repblock,8,Drought vs Control,1.0,16369,1,1,1,0
pseudobulk_counts_repblock,leiden_combat_repblock,8,HD vs Control,1.0,4944,214,214,177,37
pseudobulk_counts_repblock,leiden_combat_repblock,8,Heat vs Control,1.0,16369,2,2,2,0
pseudobulk_counts_repblock,leiden_harmony_library,0,Drought vs Control,1.0,19424,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,0,HD vs Control,1.0,3231,115,115,73,42
pseudobulk_counts_repblock,leiden_harmony_library,0,Heat vs Control,1.0,19424,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,10,Drought vs Control,1.0,16466,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,10,HD vs Control,1.0,7847,711,709,446,263
pseudobulk_counts_repblock,leiden_harmony_library,10,Heat vs Control,1.0,1143,43,43,37,6
pseudobulk_counts_repblock,leiden_harmony_library,11,Drought vs Control,1.0,11379,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,11,HD vs Control,1.0,1893,59,59,43,16
pseudobulk_counts_repblock,leiden_harmony_library,11,Heat vs Control,1.0,11379,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,12,Drought vs Control,1.0,23375,4,4,1,3
pseudobulk_counts_repblock,leiden_harmony_library,12,HD vs Control,1.0,16124,1102,1093,558,535
pseudobulk_counts_repblock,leiden_harmony_library,12,Heat vs Control,1.0,23375,1,1,1,0
pseudobulk_counts_repblock,leiden_harmony_library,13,Drought vs Control,1.0,22488,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,13,HD vs Control,1.0,8536,289,288,175,113
pseudobulk_counts_repblock,leiden_harmony_library,13,Heat vs Control,1.0,22488,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,1,Drought vs Control,1.0,18298,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,1,HD vs Control,1.0,5172,221,221,163,58
pseudobulk_counts_repblock,leiden_harmony_library,1,Heat vs Control,1.0,18298,3,3,3,0
pseudobulk_counts_repblock,leiden_harmony_library,2,Drought vs Control,1.0,13598,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,2,HD vs Control,1.0,3844,143,143,103,40
pseudobulk_counts_repblock,leiden_harmony_library,2,Heat vs Control,1.0,13598,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,3,Drought vs Control,1.0,7055,11,11,5,6
pseudobulk_counts_repblock,leiden_harmony_library,3,HD vs Control,1.0,15206,1086,1080,592,488
pseudobulk_counts_repblock,leiden_harmony_library,3,Heat vs Control,1.0,23357,5,5,5,0
pseudobulk_counts_repblock,leiden_harmony_library,4,Drought vs Control,1.0,12447,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,4,HD vs Control,1.0,3518,136,136,103,33
pseudobulk_counts_repblock,leiden_harmony_library,4,Heat vs Control,1.0,12447,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,5,Drought vs Control,1.0,14521,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,5,HD vs Control,1.0,4386,146,146,105,41
pseudobulk_counts_repblock,leiden_harmony_library,5,Heat vs Control,1.0,14521,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,6,Drought vs Control,1.0,13743,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,6,HD vs Control,1.0,2819,146,146,68,78
pseudobulk_counts_repblock,leiden_harmony_library,6,Heat vs Control,1.0,13743,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,7,Drought vs Control,1.0,20504,1,1,1,0
pseudobulk_counts_repblock,leiden_harmony_library,7,HD vs Control,1.0,9771,823,819,427,392
pseudobulk_counts_repblock,leiden_harmony_library,7,Heat vs Control,1.0,1423,18,18,17,1
pseudobulk_counts_repblock,leiden_harmony_library,8,Drought vs Control,1.0,17767,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,8,HD vs Control,1.0,5022,357,357,212,145
pseudobulk_counts_repblock,leiden_harmony_library,8,Heat vs Control,1.0,17767,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_library,9,Drought vs Control,1.0,4314,52,50,25,25
pseudobulk_counts_repblock,leiden_harmony_library,9,HD vs Control,1.0,18273,1796,1769,964,805
pseudobulk_counts_repblock,leiden_harmony_library,9,Heat vs Control,1.0,4764,38,38,32,6
pseudobulk_counts_repblock,leiden_harmony_repblock,0,Drought vs Control,1.0,20930,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,0,Heat vs Control,1.0,20930,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,10,Drought vs Control,1.0,20082,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,10,HD vs Control,1.0,4898,245,245,132,113
pseudobulk_counts_repblock,leiden_harmony_repblock,10,Heat vs Control,1.0,20082,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,11,Drought vs Control,1.0,8014,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,11,HD vs Control,1.0,8014,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,11,Heat vs Control,1.0,8014,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,13,Drought vs Control,1.0,10809,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,13,HD vs Control,1.0,10809,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,13,Heat vs Control,1.0,10809,2,2,2,0
pseudobulk_counts_repblock,leiden_harmony_repblock,14,Drought vs Control,1.0,4653,67,64,19,45
pseudobulk_counts_repblock,leiden_harmony_repblock,14,HD vs Control,1.0,4214,255,251,65,186
pseudobulk_counts_repblock,leiden_harmony_repblock,14,Heat vs Control,1.0,8172,34,32,26,6
pseudobulk_counts_repblock,leiden_harmony_repblock,15,Drought vs Control,1.0,22338,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,15,HD vs Control,1.0,8913,268,267,159,108
pseudobulk_counts_repblock,leiden_harmony_repblock,15,Heat vs Control,1.0,22338,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,16,Drought vs Control,1.0,15561,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,16,Heat vs Control,1.0,15561,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,17,Drought vs Control,1.0,2890,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,17,HD vs Control,1.0,2890,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,2,Drought vs Control,1.0,12690,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,2,HD vs Control,1.0,4079,110,110,85,25
pseudobulk_counts_repblock,leiden_harmony_repblock,2,Heat vs Control,1.0,12690,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,3,Drought vs Control,1.0,11390,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,3,HD vs Control,1.0,2778,79,79,69,10
pseudobulk_counts_repblock,leiden_harmony_repblock,3,Heat vs Control,1.0,11390,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,4,Drought vs Control,1.0,12171,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,4,HD vs Control,1.0,2497,108,108,75,33
pseudobulk_counts_repblock,leiden_harmony_repblock,4,Heat vs Control,1.0,12171,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,5,Drought vs Control,1.0,11826,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,5,HD vs Control,1.0,4260,92,92,80,12
pseudobulk_counts_repblock,leiden_harmony_repblock,5,Heat vs Control,1.0,1050,11,11,11,0
pseudobulk_counts_repblock,leiden_harmony_repblock,6,Drought vs Control,1.0,20770,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,6,Heat vs Control,1.0,20770,5,5,5,0
pseudobulk_counts_repblock,leiden_harmony_repblock,7,Drought vs Control,1.0,11929,0,0,0,0
pseudobulk_counts_repblock,leiden_harmony_repblock,7,HD vs Control,1.0,2447,209,209,81,128
pseudobulk_counts_repblock,leiden_harmony_repblock,7,Heat vs Control,1.0,11929,1,1,1,0
pseudobulk_counts_repblock,leiden_harmony_repblock,9,Drought vs Control,1.0,22351,3,3,2,1
